iso_time,rtt_ms
2026-04-22T12:05:17.358+02:00,459
2026-04-22T12:05:29.347+02:00,813
2026-04-22T12:05:40.645+02:00,477
2026-04-22T12:05:52.694+02:00,891
2026-04-22T12:06:03.953+02:00,513
