iso_time,rtt_ms
2026-04-22T11:43:04.467+02:00,1024
2026-04-22T11:43:09.078+02:00,546
2026-04-22T11:43:14.201+02:00,579
2026-04-22T11:43:19.484+02:00,772
2026-04-22T11:43:26.454+02:00,2645
2026-04-22T11:43:29.639+02:00,748
2026-04-22T11:43:34.422+02:00,441
