iso_time,window,mean,sample_count,fs_hz,proc_us
2026-04-22T11:43:03.451+02:00,1,-0.0372,50,10.1,87750
2026-04-22T11:43:08.541+02:00,2,-0.0592,50,10.1,88257
2026-04-22T11:43:13.632+02:00,3,+0.0217,50,10.1,88263
2026-04-22T11:43:18.721+02:00,4,-0.0100,50,10.1,87521
2026-04-22T11:43:23.810+02:00,5,+0.0438,50,10.1,88341
2026-04-22T11:43:28.901+02:00,6,-0.0164,50,10.1,88503
2026-04-22T11:43:33.990+02:00,7,+0.0431,50,10.1,88565
2026-04-22T11:43:39.079+02:00,8,-0.0256,50,10.1,87276
