iso_time,window,mean,sample_count,fs_hz,proc_us
2026-04-22T11:54:06.730+02:00,34,+0.0003,50,10.0,6636751
2026-04-22T11:54:18.368+02:00,35,+0.0002,50,10.0,6637213
2026-04-22T11:54:30.005+02:00,36,-0.0000,50,10.0,6636033
2026-04-22T11:54:41.642+02:00,37,-0.0002,50,10.0,6637267
2026-04-22T11:54:53.238+02:00,38,+0.0002,50,10.0,6636189
