iso_time,message_index,avg,payload_bytes,total_bytes,baseline_bytes,ratio_x
2026-04-22T11:54:06.724+02:00,34,0.0003,6,222,680000,3063
2026-04-22T11:54:18.363+02:00,35,0.0002,6,228,700000,3070
2026-04-22T11:54:30.001+02:00,36,-0.0000,7,235,720000,3064
2026-04-22T11:54:41.637+02:00,37,-0.0002,7,242,740000,3058
2026-04-22T11:54:53.232+02:00,38,0.0002,6,248,760000,3065
