iso_time,window,mean,sample_count,fs_hz,proc_us
2026-04-24T10:44:21.915+02:00,12,-0.0001,50,10.0,95164
2026-04-24T10:44:27.031+02:00,13,-0.0000,50,10.0,115730
2026-04-24T10:44:32.146+02:00,14,+0.0002,50,10.0,114436
