iso_time,window,mean,sample_count,fs_hz,proc_us
2026-04-22T12:05:16.906+02:00,92,+0.0006,50,10.0,6636659
2026-04-22T12:05:28.542+02:00,93,-0.0000,50,10.0,6637239
2026-04-22T12:05:40.176+02:00,94,-0.0008,50,10.0,6636235
2026-04-22T12:05:51.811+02:00,95,+0.0010,50,10.0,6636324
2026-04-22T12:06:03.449+02:00,96,+0.0003,50,10.0,6638311
