iso_time,uplink_index,mean,encoded,cumulative_bytes,oversampled_bytes,ratio_x,e2e_latency_ms
2026-04-22T12:05:16.894+02:00,75,+0.0006,0,150,1500000,10000,3916
2026-04-22T12:05:28.530+02:00,76,-0.0000,0,152,1520000,10000,15553
2026-04-22T12:05:40.164+02:00,77,-0.0008,0,154,1540000,10000,1589
2026-04-22T12:05:51.799+02:00,78,+0.0010,0,156,1560000,10000,13225
2026-04-22T12:06:03.436+02:00,79,+0.0003,0,158,1580000,10000,24863
