iso_time,message_index,avg,payload_bytes,total_bytes,baseline_bytes,ratio_x
2026-04-22T12:05:16.901+02:00,92,0.0006,6,597,1840000,3082
2026-04-22T12:05:28.537+02:00,93,-0.0000,7,604,1860000,3079
2026-04-22T12:05:40.171+02:00,94,-0.0008,7,611,1880000,3077
2026-04-22T12:05:51.806+02:00,95,0.0010,6,617,1900000,3079
2026-04-22T12:06:03.442+02:00,96,0.0003,6,623,1920000,3082
