iso_time,window,mean,sample_count,fs_hz,proc_us
2026-04-24T10:46:32.842+02:00,7,-0.0103,50,10.1,95098
2026-04-24T10:46:37.936+02:00,8,+0.0038,50,10.1,94694
2026-04-24T10:46:43.034+02:00,9,+0.0047,50,10.1,95948
